patch1-Chart-26-Jaid.patch,Chart26,Jaid,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Chart/patch1-Chart-26-Jaid.patch
patch1-Lang-44-Nopol2015.patch,Lang44,Nopol2015,Dcorrect,2,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Nopol2015/Lang/patch1-Lang-44-Nopol2015.patch
patch3-Lang-57-CapGen.patch,Lang57,CapGen,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/CapGen/Lang/patch3-Lang-57-CapGen.patch
patch4-Lang-38-Jaid.patch,Lang38,Jaid,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Lang/patch4-Lang-38-Jaid.patch
patch1-Lang-57-Elixir.patch,Lang57,Elixir,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Elixir/Lang/patch1-Lang-57-Elixir.patch
patch1-Math-93-ACS.patch,Math93,ACS,Dcorrect,10,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/ACS/Math/patch1-Math-93-ACS.patch
patch2-Math-5-Jaid.patch,Math5,Jaid,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Math/patch2-Math-5-Jaid.patch
patch1-Lang-33-Elixir.patch,Lang33,Elixir,Dcorrect,3,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Elixir/Lang/patch1-Lang-33-Elixir.patch
patch1-Math-86-Arja.patch,Math86,Arja,Dcorrect,4,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Arja/Math/patch1-Math-86-Arja.patch
patch3-Chart-26-Jaid.patch,Chart26,Jaid,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Chart/patch3-Chart-26-Jaid.patch
patch1-Time-7-SimFix.patch,Time7,SimFix,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/SimFix/Time/patch1-Time-7-SimFix.patch
patch6-Lang-51-Jaid.patch,Lang51,Jaid,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Lang/patch6-Lang-51-Jaid.patch
patch2-Chart-26-Jaid.patch,Chart26,Jaid,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Chart/patch2-Chart-26-Jaid.patch
patch1-Lang-26-Elixir.patch,Lang26,Elixir,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Elixir/Lang/patch1-Lang-26-Elixir.patch
patch1-Lang-55-Jaid.patch,Lang55,Jaid,Dcorrect,2,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Lang/patch1-Lang-55-Jaid.patch
patch1-Math-35-SimFix.patch,Math35,SimFix,Dcorrect,6,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/SimFix/Math/patch1-Math-35-SimFix.patch
patch1-Lang-24-DeepRepair.patch,Lang24,DeepRepair,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/DeepRepair/Lang/patch1-Lang-24-DeepRepair.patch
patch1-Closure-31-Jaid.patch,Closure31,Jaid,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Closure/patch1-Closure-31-Jaid.patch
patch1-Lang-55-SketchFix.patch,Lang55,SketchFix,Dcorrect,2,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/SketchFix/Lang/patch1-Lang-55-SketchFix.patch
patch1-Math-50-SimFix.patch,Math50,SimFix,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/SimFix/Math/patch1-Math-50-SimFix.patch
patch1-Math-50-Jaid.patch,Math50,Jaid,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Math/patch1-Math-50-Jaid.patch
patch1-Math-32-Jaid.patch,Math32,Jaid,Dcorrect,1,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Math/patch1-Math-32-Jaid.patch
patch5-Lang-51-Jaid.patch,Lang51,Jaid,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Lang/patch5-Lang-51-Jaid.patch
patch3-Math-5-Jaid.patch,Math5,Jaid,Dcorrect,3,0,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Jaid/Math/patch3-Math-5-Jaid.patch
patch1-Lang-35-Arja.patch,Lang35,Arja,Dcorrect,2,2,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Arja/Lang/patch1-Lang-35-Arja.patch
patch1-Lang-35-ACS.patch,Lang35,ACS,Dcorrect,3,1,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/ACS/Lang/patch1-Lang-35-ACS.patch
patch1-Chart-5-Arja.patch,Chart5,Arja,Dcorrect,1,6,https://github.com/kth-tcs/defects4-repair-reloaded/blob/master/Dcorrect/Arja/Chart/patch1-Chart-5-Arja.patch
